#  n     IJK     IKJ     JIK     JKI     KIJ     KJI
#--- ------- ------- ------- ------- ------- -------
  60   0.548   0.104   0.470   0.444   0.132   0.338
  61   0.550   0.105   0.473   0.467   0.128   0.336
  62   0.551   0.108   0.469   0.443   0.122   0.336
  63   0.550   0.120   0.469   0.464   0.143   0.336
  64   0.618   0.095   0.708   0.762   0.132   0.590
  65   0.562   0.095   0.470   0.444   0.143   0.336
  66   0.559   0.093   0.483   0.448   0.132   0.336
  67   0.555   0.104   0.471   0.475   0.145   0.335
  68   0.558   0.114   0.503   0.460   0.148   0.356
  69   0.559   0.111   0.473   0.466   0.143   0.338
  70   0.560   0.112   0.474   0.459   0.135   0.419
  71   0.557   0.122   0.478   0.465   0.145   0.397
  72   0.558   0.103   0.479   0.451   0.148   0.363
  73   0.570   0.099   0.516   0.565   0.142   0.448
  74   0.565   0.095   0.485   0.456   0.135   0.335
  75   0.642   0.102   0.537   0.459   0.144   0.336
  76   0.598   0.111   0.512   0.449   0.148   0.355
  77   0.560   0.108   0.504   0.453   0.144   0.334
  78   0.563   0.111   0.501   0.448   0.134   0.334
  79   0.560   0.126   0.498   0.453   0.144   0.334
  80   0.560   0.100   0.500   0.445   0.147   0.379
  81   0.561   0.096   0.502   0.430   0.142   0.389
  82   0.565   0.092   0.532   0.439   0.135   0.388
  83   0.564   0.100   0.519   0.430   0.143   0.400
  84   0.565   0.109   0.508   0.426   0.147   0.361
  85   0.573   0.107   0.523   0.424   0.140   0.342
  86   0.634   0.106   0.559   0.421   0.133   0.341
  87   0.641   0.114   0.518   0.421   0.143   0.341
  88   0.563   0.099   0.517   0.392   0.147   0.374
  89   0.577   0.094   0.520   0.391   0.142   0.334
  90   0.570   0.095   0.522   0.381   0.136   0.335
  91   0.578   0.098   0.532   0.396   0.143   0.335
  92   0.622   0.106   0.533   0.394   0.146   0.365
  93   0.619   0.104   0.590   0.469   0.142   0.467
  94   0.642   0.104   0.572   0.396   0.134   0.395
  95   0.629   0.112   0.572   0.391   0.144   0.391
  96   0.620   0.098   0.610   0.542   0.146   0.557
  97   0.609   0.093   0.568   0.380   0.140   0.384
  98   0.611   0.094   0.573   0.387   0.133   0.378
  99   0.619   0.097   0.580   0.388   0.143   0.387
 100   0.613   0.104   0.578   0.380   0.146   0.410
 101   0.616   0.101   0.585   0.388   0.140   0.389
 102   0.617   0.105   0.585   0.391   0.132   0.391
 103   0.619   0.110   0.590   0.382   0.145   0.392
 104   0.614   0.096   0.586   0.395   0.147   0.414
 105   0.621   0.092   0.590   0.383   0.142   0.383
 106   0.616   0.087   0.596   0.377   0.134   0.384
 107   0.641   0.095   0.584   0.385   0.142   0.377
 108   0.739   0.103   0.590   0.385   0.149   0.410
 109   0.634   0.100   0.594   0.385   0.140   0.391
 110   0.629   0.100   0.600   0.374   0.133   0.391
 111   0.642   0.106   0.600   0.386   0.144   0.387
 112   0.650   0.094   0.594   0.391   0.146   0.413
 113   0.641   0.091   0.599   0.374   0.144   0.383
 114   0.630   0.093   0.599   0.391   0.134   0.414
 115   0.641   0.095   0.596   0.375   0.143   0.380
 116   0.629   0.105   0.600   0.373   0.153   0.397
 117   0.635   0.098   0.598   0.375   0.141   0.388
 118   0.635   0.101   0.601   0.381   0.137   0.376
 119   0.641   0.105   0.598   0.377   0.143   0.378
 120   0.643   0.095   0.603   0.385   0.146   0.411
 121   0.662   0.090   0.609   0.374   0.145   0.383
 122   0.643   0.087   0.603   0.389   0.134   0.395
 123   0.644   0.093   0.610   0.373   0.143   0.387
 124   0.643   0.102   0.601   0.377   0.146   0.394
 125   0.644   0.097   0.610   0.372   0.140   0.373
 126   0.643   0.097   0.608   0.383   0.140   0.381
 127   0.645   0.103   0.608   0.378   0.143   0.376
 128   0.936   0.093   1.013   2.064   0.146   1.983
 129   0.649   0.092   0.610   0.401   0.139   0.397
 130   0.645   0.086   0.610   0.380   0.137   0.387
 131   0.648   0.092   0.614   0.390   0.143   0.388
 132   0.646   0.100   0.617   0.394   0.146   0.409
 133   0.648   0.097   0.619   0.399   0.139   0.400
 134   0.651   0.097   0.616   0.418   0.133   0.419
 135   0.649   0.103   0.617   0.415   0.144   0.415
 136   0.645   0.094   0.619   0.457   0.146   0.490
 137   0.652   0.090   0.616   0.442   0.142   0.426
 138   0.648   0.085   0.618   0.453   0.133   0.448
 139   0.654   0.093   0.618   0.445   0.142   0.429
 140   0.654   0.099   0.625   0.454   0.146   0.479
 141   0.654   0.095   0.621   0.441   0.141   0.431
 142   0.654   0.094   0.619   0.449   0.149   0.445
 143   0.653   0.101   0.621   0.443   0.145   0.431
 144   0.650   0.093   0.627   0.529   0.146   0.549
 145   0.656   0.088   0.625   0.458   0.141   0.448
 146   0.655   0.086   0.639   0.451   0.133   0.454
 147   0.652   0.091   0.621   0.445   0.142   0.436
 148   0.647   0.100   0.621   0.454   0.146   0.471
 149   0.649   0.095   0.619   0.443   0.140   0.429
 150   0.651   0.094   0.622   0.449   0.132   0.445
 151   0.649   0.100   0.627   0.443   0.143   0.429
 152   0.647   0.092   0.620   0.453   0.149   0.488
 153   0.655   0.088   0.626   0.443   0.141   0.434
 154   0.660   0.084   0.627   0.449   0.135   0.456
 155   0.652   0.090   0.631   0.447   0.142   0.430
 156   0.651   0.099   0.631   0.460   0.146   0.484
 157   0.656   0.094   0.627   0.446   0.141   0.440
 158   0.658   0.092   0.627   0.451   0.132   0.455
 159   0.653   0.099   0.627   0.448   0.143   0.427
 160   0.663   0.091   0.699   0.952   0.145   0.949
 161   0.650   0.087   0.632   0.446   0.140   0.429
 162   0.655   0.083   0.630   0.452   0.132   0.450
 163   0.651   0.089   0.634   0.448   0.143   0.447
 164   0.650   0.097   0.633   0.456   0.145   0.480
 165   0.651   0.093   0.633   0.446   0.142   0.431
 166   0.654   0.091   0.636   0.454   0.132   0.451
 167   0.660   0.099   0.639   0.450   0.142   0.430
 168   0.654   0.092   0.633   0.462   0.145   0.493
 169   0.654   0.088   0.637   0.450   0.140   0.436
 170   0.654   0.084   0.638   0.457   0.132   0.455
 171   0.668   0.093   0.648   0.720   0.143   0.755
 172   0.655   0.097   0.638   0.462   0.147   0.484
 173   0.656   0.094   0.639   0.453   0.140   0.443
 174   0.658   0.091   0.638   0.456   0.134   0.451
 175   0.658   0.098   0.636   0.452   0.141   0.442
 176   0.654   0.090   0.645   0.705   0.148   0.716
 177   0.661   0.087   0.641   0.449   0.140   0.442
 178   0.660   0.083   0.643   0.453   0.133   0.451
 179   0.664   0.089   0.642   0.459   0.142   0.439
 180   0.665   0.096   0.642   0.465   0.147   0.481
 181   0.667   0.093   0.644   0.455   0.140   0.440
 182   0.665   0.091   0.647   0.459   0.134   0.454
 183   0.665   0.097   0.648   0.459   0.142   0.474
 184   0.667   0.094   0.644   0.474   0.147   0.498
 185   0.669   0.087   0.648   0.458   0.140   0.439
 186   0.669   0.084   0.656   0.458   0.134   0.453
 187   0.671   0.088   0.648   0.456   0.143   0.443
 188   0.667   0.096   0.649   0.465   0.147   0.479
 189   0.669   0.092   0.651   0.457   0.141   0.448
 190   0.671   0.091   0.650   0.459   0.135   0.457
 191   0.669   0.097   0.652   0.461   0.144   0.451
 192   0.928   0.091   0.996   1.087   0.147   1.090
 193   0.669   0.088   0.652   0.461   0.142   0.448
 194   0.671   0.083   0.653   0.461   0.134   0.461
 195   0.673   0.088   0.656   0.602   0.143   0.599
 196   0.670   0.095   0.654   0.464   0.149   0.478
 197   0.676   0.092   0.658   0.637   0.142   0.686
 198   0.671   0.090   0.658   0.462   0.135   0.458
 199   0.672   0.096   0.655   0.465   0.144   0.451
 200   0.669   0.091   0.656   0.474   0.149   0.498
 201   0.676   0.088   0.657   0.460   0.142   0.450
 202   0.676   0.083   0.654   0.464   0.134   0.461
 203   0.676   0.090   0.657   0.465   0.143   0.452
 204   0.676   0.098   0.655   0.467   0.150   0.478
 205   0.685   0.096   0.666   0.717   0.142   0.771
 206   0.676   0.093   0.657   0.478   0.136   0.475
 207   0.678   0.098   0.659   0.482   0.145   0.484
 208   0.679   0.092   0.675   0.727   0.150   0.729
 209   0.676   0.089   0.656   0.475   0.143   0.473
 210   0.677   0.086   0.656   0.476   0.135   0.469
 211   0.678   0.090   0.659   0.483   0.145   0.482
 212   0.677   0.099   0.656   0.478   0.149   0.499
 213   0.679   0.095   0.660   0.469   0.143   0.453
 214   0.678   0.092   0.658   0.472   0.136   0.462
 215   0.680   0.098   0.659   0.467   0.145   0.453
 216   0.676   0.092   0.661   0.481   0.150   0.501
 217   0.680   0.088   0.659   0.476   0.144   0.462
 218   0.679   0.086   0.659   0.477   0.137   0.468
 219   0.680   0.093   0.660   0.504   0.146   0.496
 220   0.678   0.098   0.660   0.483   0.151   0.511
 221   0.680   0.096   0.662   0.470   0.146   0.456
 222   0.679   0.095   0.661   0.479   0.138   0.482
 223   0.680   0.100   0.661   0.479   0.147   0.468
 224   0.686   0.093   0.704   0.957   0.152   0.952
 225   0.681   0.091   0.660   0.481   0.145   0.476
 226   0.679   0.088   0.662   0.478   0.138   0.481
 227   0.681   0.094   0.662   0.486   0.147   0.486
 228   0.680   0.099   0.663   0.482   0.153   0.511
 229   0.684   0.089   0.656   0.401   0.145   0.442
 230   0.670   0.088   0.655   0.385   0.138   0.409
 231   0.674   0.093   0.667   0.416   0.150   0.457
 232   0.673   0.090   0.656   0.394   0.154   0.423
 233   0.678   0.085   0.657   0.477   0.148   0.524
 234   0.676   0.082   0.662   0.414   0.141   0.435
 235   0.677   0.088   0.659   0.395   0.148   0.411
 236   0.676   0.094   0.660   0.394   0.154   0.419
 237   0.682   0.088   0.658   0.417   0.146   0.466
 238   0.677   0.088   0.659   0.402   0.139   0.437
 239   0.681   0.093   0.661   0.676   0.149   0.719
 240   0.684   0.088   0.689   0.700   0.154   0.698
 241   0.683   0.085   0.665   0.682   0.149   0.715
 242   0.678   0.082   0.660   0.409   0.139   0.435
 243   0.679   0.087   0.661   0.427   0.149   0.466
 244   0.677   0.094   0.662   0.411   0.154   0.447
 245   0.682   0.092   0.661   0.501   0.154   0.540
 246   0.679   0.089   0.663   0.414   0.140   0.448
 247   0.683   0.096   0.662   0.451   0.150   0.483
 248   0.677   0.091   0.662   0.410   0.155   0.425
 249   0.681   0.087   0.662   0.470   0.148   0.497
 250   0.680   0.083   0.662   0.429   0.140   0.440
 251   0.682   0.089   0.663   0.516   0.150   0.547
 252   0.680   0.095   0.667   0.404   0.156   0.424
 253   0.682   0.092   0.663   0.474   0.150   0.533
 254   0.684   0.089   0.665   0.414   0.141   0.425
 255   0.685   0.094   0.664   0.453   0.157   0.471
 256   1.710   0.090   1.832  12.620   0.153  12.489
 257   0.687   0.088   0.666   0.453   0.150   0.482
 258   0.686   0.086   0.667   0.433   0.142   0.451
 259   0.687   0.092   0.664   0.478   0.153   0.503
 260   0.683   0.098   0.668   0.435   0.156   0.447
 261   0.687   0.095   0.666   0.524   0.149   0.535
 262   0.685   0.095   0.664   0.475   0.142   0.501
 263   0.686   0.100   0.667   0.534   0.151   0.558
 264   0.682   0.096   0.666   0.474   0.157   0.481
 265   0.685   0.093   0.665   0.526   0.151   0.548
 266   0.687   0.092   0.668   0.487   0.144   0.496
 267   0.688   0.096   0.664   0.593   0.151   0.590
 268   0.684   0.102   0.666   0.503   0.157   0.508
 269   0.686   0.100   0.666   0.510   0.150   0.527
 270   0.686   0.100   0.667   0.527   0.142   0.542
 271   0.688   0.104   0.670   0.711   0.151   0.710
 272   0.689   0.098   0.692   0.792   0.155   0.795
 273   0.695   0.096   0.671   0.719   0.150   0.712
 274   0.686   0.094   0.667   0.561   0.143   0.571
 275   0.688   0.100   0.667   0.566   0.152   0.572
 276   0.684   0.104   0.669   0.547   0.157   0.566
 277   0.691   0.101   0.668   0.602   0.151   0.611
 278   0.686   0.101   0.668   0.618   0.145   0.627
 279   0.688   0.106   0.668   0.620   0.153   0.622
 280   0.684   0.102   0.669   0.665   0.156   0.674
 281   0.689   0.101   0.669   0.639   0.152   0.642
 282   0.688   0.097   0.669   0.651   0.145   0.659
 283   0.691   0.100   0.670   0.621   0.153   0.627
 284   0.684   0.106   0.669   0.612   0.157   0.619
 285   0.693   0.102   0.669   0.628   0.152   0.636
 286   0.688   0.101   0.671   0.677   0.144   0.688
 287   0.690   0.107   0.675   0.667   0.152   0.667
 288   0.686   0.097   0.707   0.962   0.156   0.962
 289   0.687   0.099   0.669   0.683   0.155   0.683
 290   0.688   0.096   0.670   0.711   0.144   0.711
 291   0.687   0.099   0.669   0.659   0.152   0.666
 292   0.682   0.104   0.670   0.658   0.157   0.660
 293   0.687   0.102   0.670   0.657   0.160   0.664
 294   0.686   0.100   0.670   0.739   0.144   0.746
 295   0.686   0.104   0.669   0.709   0.152   0.707
 296   0.682   0.100   0.673   0.827   0.158   0.836
 297   0.694   0.099   0.672   0.745   0.154   0.751
 298   0.693   0.097   0.673   0.840   0.146   0.845
 299   0.697   0.101   0.672   0.701   0.155   0.713
 300   0.685   0.104   0.670   0.779   0.158   0.779
 301   0.687   0.101   0.671   0.729   0.152   0.731
 302   0.687   0.100   0.671   0.827   0.144   0.827
 303   0.688   0.104   0.671   0.730   0.161   0.728
 304   0.687   0.099   0.693   0.959   0.158   0.962
 305   0.689   0.099   0.672   0.735   0.152   0.732
 306   0.688   0.096   0.672   0.787   0.145   0.785
 307   0.690   0.101   0.674   0.828   0.156   0.819
 308   0.683   0.103   0.672   0.747   0.158   0.753
 309   0.691   0.101   0.672   0.819   0.151   0.818
 310   0.687   0.100   0.672   0.848   0.145   0.853
 311   0.688   0.104   0.672   0.834   0.153   0.834
 312   0.683   0.101   0.672   0.914   0.158   0.915
 313   0.689   0.098   0.672   0.757   0.152   0.770
 314   0.687   0.096   0.672   0.896   0.145   0.895
 315   0.697   0.102   0.674   0.776   0.155   0.781
 316   0.690   0.104   0.677   0.922   0.161   0.931
 317   0.694   0.103   0.679   0.827   0.155   0.823
 318   0.693   0.101   0.676   0.923   0.148   0.933
 319   0.696   0.105   0.678   0.979   0.154   0.988
 320   0.951   0.098   0.998   1.117   0.158   1.122
 321   0.689   0.098   0.675   0.983   0.152   0.986
 322   0.686   0.096   0.674   0.926   0.146   0.929
 323   0.690   0.099   0.675   0.881   0.153   0.882
 324   0.686   0.104   0.675   0.943   0.158   0.945
 325   0.688   0.101   0.675   0.923   0.152   0.927
 326   0.689   0.100   0.677   0.749   0.145   0.762
 327   0.691   0.103   0.674   0.905   0.153   0.903
 328   0.686   0.100   0.676   0.958   0.158   0.963
 329   0.691   0.098   0.675   0.767   0.153   0.774
 330   0.688   0.096   0.674   0.927   0.146   0.930
 331   0.692   0.099   0.676   0.856   0.153   0.859
 332   0.686   0.103   0.675   0.929   0.158   0.934
 333   0.690   0.101   0.674   0.900   0.160   0.901
 334   0.690   0.100   0.677   0.859   0.146   0.866
 335   0.690   0.103   0.675   0.931   0.153   0.929
 336   0.689   0.099   0.695   0.959   0.158   0.966
 337   0.690   0.097   0.675   0.931   0.154   0.934
 338   0.689   0.095   0.677   0.945   0.146   0.949
 339   0.691   0.099   0.676   0.913   0.154   0.918
 340   0.689   0.103   0.680   0.902   0.162   0.911
 341   0.698   0.102   0.680   0.910   0.155   0.909
 342   0.697   0.102   0.682   0.773   0.148   0.789
 343   0.696   0.104   0.679   0.879   0.158   0.888
 344   0.694   0.102   0.680   0.966   0.161   0.974
 345   0.695   0.098   0.679   0.939   0.154   0.945
 346   0.694   0.097   0.680   0.939   0.148   0.946
 347   0.696   0.100   0.678   0.956   0.156   0.966
 348   0.690   0.104   0.680   0.951   0.161   0.957
 349   0.696   0.102   0.680   0.873   0.155   0.884
 350   0.695   0.100   0.680   0.971   0.146   0.974
 351   0.692   0.103   0.678   0.956   0.153   0.961
 352   0.690   0.097   0.707   0.961   0.158   0.967
 353   0.692   0.098   0.678   0.958   0.153   0.957
 354   0.690   0.095   0.679   0.960   0.146   0.964
 355   0.692   0.098   0.678   0.957   0.154   0.961
 356   0.688   0.102   0.679   0.958   0.159   0.958
 357   0.691   0.100   0.678   0.954   0.154   0.959
 358   0.689   0.098   0.678   0.940   0.147   0.944
 359   0.692   0.102   0.678   0.934   0.154   0.939
 360   0.694   0.101   0.683   0.969   0.162   0.978
 361   0.699   0.099   0.684   0.981   0.156   0.991
 362   0.700   0.096   0.683   0.982   0.149   0.989
 363   0.699   0.100   0.682   0.985   0.154   0.981
 364   0.687   0.101   0.678   0.966   0.159   0.970
 365   0.692   0.099   0.678   0.919   0.154   0.926
 366   0.690   0.098   0.682   0.834   0.148   0.859
 367   0.701   0.103   0.685   0.986   0.157   0.997
 368   0.702   0.100   0.704   0.973   0.162   0.978
 369   0.700   0.098   0.684   0.987   0.157   0.995
 370   0.699   0.095   0.685   0.980   0.150   0.987
 371   0.701   0.099   0.686   0.986   0.157   0.998
 372   0.696   0.102   0.685   0.972   0.162   0.978
 373   0.701   0.100   0.686   0.986   0.157   0.997
 374   0.693   0.097   0.681   0.973   0.149   0.980
 375   0.695   0.101   0.681   0.977   0.156   0.985
 376   0.690   0.098   0.683   0.960   0.160   0.968
 377   0.696   0.096   0.680   0.971   0.156   0.982
 378   0.693   0.094   0.681   0.973   0.148   0.980
 379   0.696   0.098   0.681   0.976   0.156   0.985
 380   0.692   0.102   0.682   0.968   0.161   0.975
 381   0.700   0.099   0.689   0.982   0.156   0.990
 382   0.695   0.098   0.682   0.972   0.148   0.981
 383   0.696   0.102   0.682   0.985   0.156   0.995
 384   0.973   0.095   1.000   1.963   0.161   1.907
 385   0.699   0.096   0.682   0.986   0.155   0.996
 386   0.697   0.095   0.684   0.979   0.150   0.987
 387   0.699   0.098   0.684   0.984   0.157   0.993
 388   0.695   0.102   0.686   0.974   0.162   0.980
 389   0.700   0.099   0.685   0.973   0.155   0.979
 390   0.695   0.096   0.683   0.924   0.148   0.928
 391   0.693   0.100   0.683   0.970   0.156   0.980
 392   0.691   0.098   0.686   0.961   0.161   0.964
 393   0.694   0.095   0.681   0.971   0.155   0.980
 394   0.689   0.093   0.683   0.906   0.148   0.915
 395   0.689   0.097   0.682   0.948   0.159   0.973
 396   0.698   0.104   0.692   0.979   0.163   0.986
 397   0.702   0.100   0.688   0.986   0.157   0.996
 398   0.690   0.097   0.683   0.898   0.148   0.906
 399   0.694   0.100   0.682   0.970   0.155   0.981
 400   0.691   0.096   0.697   0.961   0.163   0.978
 401   0.703   0.098   0.688   0.986   0.157   0.996
 402   0.703   0.094   0.691   0.984   0.151   0.991
 403   0.705   0.097   0.690   0.986   0.158   0.996
 404   0.702   0.100   0.689   0.968   0.161   0.974
 405   0.697   0.099   0.684   0.975   0.156   0.986
 406   0.698   0.097   0.686   0.959   0.149   0.967
 407   0.693   0.100   0.684   0.976   0.156   0.985
 408   0.694   0.098   0.690   0.961   0.161   0.968
 409   0.698   0.095   0.686   0.933   0.156   0.942
 410   0.704   0.093   0.686   0.909   0.149   0.919
 411   0.697   0.096   0.684   0.976   0.156   0.986
 412   0.694   0.100   0.687   0.968   0.161   0.975
 413   0.693   0.098   0.685   0.978   0.156   0.987
 414   0.696   0.097   0.686   0.972   0.149   0.981
 415   0.695   0.100   0.687   0.977   0.157   0.986
 416   0.698   0.096   0.710   0.968   0.161   0.977
 417   0.694   0.096   0.685   0.976   0.156   0.987
 418   0.697   0.093   0.687   0.973   0.149   0.983
 419   0.693   0.097   0.685   0.920   0.156   0.917
 420   0.699   0.100   0.694   0.982   0.163   0.984
 421   0.692   0.098   0.686   0.976   0.155   0.987
 422   0.697   0.097   0.687   0.972   0.149   0.981
 423   0.694   0.100   0.685   0.949   0.156   0.956
 424   0.694   0.097   0.689   0.962   0.161   0.969
 425   0.695   0.096   0.685   0.978   0.156   0.987
 426   0.696   0.094   0.689   0.973   0.149   0.983
 427   0.696   0.097   0.685   0.936   0.156   0.950
 428   0.695   0.100   0.689   0.971   0.161   0.977
 429   0.693   0.098   0.686   0.977   0.156   0.988
 430   0.694   0.096   0.686   0.970   0.149   0.978
 431   0.697   0.100   0.687   0.979   0.156   0.986
 432   0.697   0.097   0.699   0.964   0.161   0.970
 433   0.695   0.096   0.687   0.968   0.156   0.978
 434   0.698   0.093   0.688   0.973   0.150   0.993
 435   0.701   0.098   0.690   0.991   0.158   1.005
 436   0.702   0.101   0.695   0.979   0.163   0.988
 437   0.701   0.099   0.692   0.981   0.155   0.980
 438   0.696   0.095   0.688   0.968   0.148   0.976
 439   0.694   0.099   0.684   0.950   0.156   0.955
 440   0.692   0.097   0.688   0.958   0.161   0.979
 441   0.703   0.096   0.692   0.990   0.158   0.999
 442   0.702   0.094   0.695   0.986   0.151   0.995
 443   0.701   0.098   0.691   0.989   0.159   1.000
 444   0.701   0.101   0.694   0.980   0.163   0.988
 445   0.702   0.099   0.692   0.993   0.158   1.002
 446   0.701   0.097   0.692   0.985   0.151   0.994
 447   0.708   0.100   0.697   1.003   0.158   1.013
 448   0.951   0.096   0.997   1.140   0.164   1.146
 449   0.706   0.096   0.695   1.010   0.158   1.018
 450   0.704   0.094   0.692   0.985   0.151   0.995
 451   0.702   0.097   0.693   0.991   0.158   1.001
 452   0.704   0.100   0.698   0.983   0.164   0.991
 453   0.706   0.098   0.687   0.979   0.157   0.993
 454   0.699   0.096   0.690   0.973   0.150   0.984
 455   0.703   0.100   0.689   0.964   0.157   0.960
 456   0.698   0.097   0.695   0.964   0.162   0.967
 457   0.694   0.094   0.687   0.975   0.156   0.984
 458   0.693   0.092   0.687   0.969   0.149   0.994
 459   0.708   0.096   0.695   0.992   0.158   1.002
 460   0.705   0.101   0.699   0.982   0.164   0.994
 461   0.706   0.099   0.696   0.985   0.158   0.994
 462   0.704   0.097   0.697   0.989   0.151   1.000
 463   0.705   0.100   0.697   0.993   0.158   0.996
 464   0.699   0.096   0.705   0.969   0.162   0.976
 465   0.702   0.095   0.694   0.993   0.158   1.004
 466   0.702   0.093   0.695   0.983   0.150   0.994
 467   0.702   0.098   0.692   0.992   0.158   1.003
 468   0.705   0.100   0.700   0.988   0.164   0.994
 469   0.705   0.099   0.698   0.995   0.158   1.011
 470   0.710   0.096   0.701   0.993   0.151   1.000
 471   0.711   0.100   0.698   0.996   0.158   1.008
 472   0.700   0.097   0.695   0.972   0.162   0.974
 473   0.699   0.096   0.689   0.984   0.156   0.995
 474   0.696   0.092   0.690   0.978   0.149   0.987
 475   0.696   0.095   0.688   0.976   0.156   0.984
 476   0.696   0.098   0.692   0.966   0.162   0.972
 477   0.696   0.096   0.689   0.990   0.157   0.995
 478   0.695   0.094   0.689   0.970   0.148   0.979
 479   0.699   0.098   0.692   0.975   0.156   0.983
 480   0.696   0.094   0.709   0.968   0.161   0.973
 481   0.696   0.093   0.690   0.978   0.156   0.985
 482   0.716   0.091   0.689   0.974   0.148   0.977
 483   0.698   0.094   0.690   0.996   0.158   1.007
 484   0.707   0.101   0.702   0.988   0.164   0.993
 485   0.711   0.098   0.697   0.999   0.158   1.009
 486   0.707   0.096   0.700   0.990   0.150   1.003
 487   0.706   0.099   0.698   1.002   0.157   1.012
 488   0.709   0.097   0.703   0.978   0.164   0.986
 489   0.708   0.096   0.699   1.001   0.158   1.016
 490   0.708   0.093   0.694   0.973   0.150   0.981
 491   0.698   0.094   0.692   0.972   0.155   0.980
 492   0.697   0.098   0.692   0.966   0.160   0.972
 493   0.698   0.096   0.693   0.974   0.155   0.981
 494   0.696   0.094   0.693   0.969   0.148   1.002
 495   0.708   0.099   0.702   1.001   0.158   1.014
 496   0.710   0.096   0.708   0.979   0.163   0.985
 497   0.705   0.095   0.700   0.997   0.157   1.013
 498   0.707   0.093   0.705   0.996   0.150   1.008
 499   0.710   0.097   0.703   1.004   0.158   1.018
 500   0.708   0.101   0.705   0.968   0.160   0.976
 501   0.698   0.095   0.693   0.972   0.154   0.981
 502   0.696   0.093   0.694   0.968   0.148   0.974
 503   0.698   0.097   0.693   0.971   0.154   0.979
 504   0.698   0.095   0.694   0.957   0.160   0.963
 505   0.696   0.093   0.690   0.971   0.154   0.980
 506   0.695   0.091   0.691   0.968   0.147   0.975
 507   0.706   0.096   0.698   1.008   0.158   1.020
 508   0.708   0.100   0.703   0.995   0.163   1.003
 509   0.710   0.099   0.704   1.006   0.158   1.021
 510   0.711   0.095   0.706   1.000   0.150   1.017
 511   0.724   0.099   0.709   1.228   0.155   1.179
 512   5.618   0.094   5.742  19.114   0.177  19.230
 513   0.711   0.093   0.700   1.190   0.154   1.215
 514   0.699   0.091   0.693   0.975   0.148   0.986
 515   0.700   0.094   0.692   0.980   0.157   0.991
 516   0.697   0.098   0.695   0.968   0.160   0.973
 517   0.697   0.095   0.691   0.974   0.154   0.983
 518   0.698   0.093   0.693   0.970   0.148   0.978
 519   0.699   0.096   0.693   0.992   0.157   1.043
 520   0.711   0.097   0.703   0.980   0.162   0.988
 521   0.707   0.094   0.694   0.973   0.154   0.983
 522   0.699   0.089   0.694   0.970   0.147   0.977
 523   0.697   0.095   0.695   0.971   0.154   0.979
 524   0.697   0.097   0.694   0.967   0.160   0.974
 525   0.698   0.095   0.694   0.974   0.154   0.984
 526   0.699   0.093   0.695   0.984   0.150   1.012
 527   0.707   0.098   0.704   1.005   0.157   1.023
 528   0.709   0.096   0.710   0.984   0.162   0.991
 529   0.709   0.094   0.704   1.004   0.155   0.985
